Timestamp;Object_Id;Plausibilisiert 60min.Zählung Kfz[Fzg/h];dto_VehClass1Long.dto_VehClass1Long;.;dto_VehClass1Long.dto_VehClass1Long;dto_VehClass1Long.dto_VehClass1Long
19.09.2023 15:00;MQ 8.1 FLT Ri LU;804,7;;MQ 8.2 FLT Ri Neuhermsheim;990,6;
19.09.2023 16:00;MQ 8.1 FLT Ri LU;886;;MQ 8.2 FLT Ri Neuhermsheim;1.065,00;
19.09.2023 17:00;MQ 8.1 FLT Ri LU;987;;MQ 8.2 FLT Ri Neuhermsheim;1.122,00;
19.09.2023 18:00;MQ 8.1 FLT Ri LU;944;;MQ 8.2 FLT Ri Neuhermsheim;1.099,00;
19.09.2023 19:00;MQ 8.1 FLT Ri LU;770;;MQ 8.2 FLT Ri Neuhermsheim;714;
19.09.2023 20:00;MQ 8.1 FLT Ri LU;561;;MQ 8.2 FLT Ri Neuhermsheim;442;
19.09.2023 21:00;MQ 8.1 FLT Ri LU;412;;MQ 8.2 FLT Ri Neuhermsheim;369;
19.09.2023 22:00;MQ 8.1 FLT Ri LU;309;;MQ 8.2 FLT Ri Neuhermsheim;269;
19.09.2023 23:00;MQ 8.1 FLT Ri LU;281;;MQ 8.2 FLT Ri Neuhermsheim;322;
19.09.2023 23:59;MQ 8.1 FLT Ri LU;112;;MQ 8.2 FLT Ri Neuhermsheim;95;
20.09.2023 01:00;MQ 8.1 FLT Ri LU;46;;MQ 8.2 FLT Ri Neuhermsheim;81;
20.09.2023 02:00;MQ 8.1 FLT Ri LU;44;;MQ 8.2 FLT Ri Neuhermsheim;39;
20.09.2023 03:00;MQ 8.1 FLT Ri LU;31;;MQ 8.2 FLT Ri Neuhermsheim;40;
20.09.2023 04:00;MQ 8.1 FLT Ri LU;22;;MQ 8.2 FLT Ri Neuhermsheim;58;
20.09.2023 05:00;MQ 8.1 FLT Ri LU;104;;MQ 8.2 FLT Ri Neuhermsheim;127;
20.09.2023 06:00;MQ 8.1 FLT Ri LU;541;;MQ 8.2 FLT Ri Neuhermsheim;359;
20.09.2023 07:00;MQ 8.1 FLT Ri LU;859;;MQ 8.2 FLT Ri Neuhermsheim;621;
20.09.2023 08:00;MQ 8.1 FLT Ri LU;1.413,00;;MQ 8.2 FLT Ri Neuhermsheim;945;
20.09.2023 09:00;MQ 8.1 FLT Ri LU;1.397,00;;MQ 8.2 FLT Ri Neuhermsheim;918;
20.09.2023 10:00;MQ 8.1 FLT Ri LU;987;;MQ 8.2 FLT Ri Neuhermsheim;661;
